text,sentiment,set,prediction,prob_pos,prob_neg,certainty
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive,train,positive,0.9979493021965027,0.002050698734819889,0.9958986034616828
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,train,positive,0.9708355069160461,0.029164526611566544,0.9416709803044796
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,train,positive,0.9969761371612549,0.0030238302424550056,0.9939523069187999
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,train,positive,0.9942545294761658,0.0057455128990113735,0.9885090165771544
"The brokerage said 2006 has seen a ' true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,train,positive,0.9906524419784546,0.00934754591435194,0.9813048960641026
Net profit fell by almost half to +AÂ¢ 5.5 million from +AÂ¢ 9.4 million at the end of 2007 .,negative,train,negative,0.0007033146102912724,0.9992966651916504,0.9985933505813591
"'' In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",positive,train,positive,0.9965919256210327,0.0034081260673701763,0.9931837995536625
"'' I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive,train,positive,0.9932976365089417,0.006702351849526167,0.9865952846594155
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,train,positive,0.8099794387817383,0.19002056121826172,0.6199588775634766
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive,train,positive,0.9859799742698669,0.014019995927810669,0.9719599783420563
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive,test,positive,0.7073414921760559,0.2926585078239441,0.4146829843521118
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",positive,test,positive,0.9887603521347046,0.011239636689424515,0.9775207154452801
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive,train,positive,0.989568293094635,0.010431678034365177,0.9791366150602698
Sales have risen in other export markets .,positive,train,positive,0.9256197810173035,0.07438015937805176,0.8512396216392517
EPS grew to 0.04 eur from 0.02 eur .,positive,train,positive,0.9993357062339783,0.0006642142543569207,0.9986714919796214
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,train,positive,0.6870768070220947,0.3129231929779053,0.37415361404418945
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",negative,train,negative,0.18900927901268005,0.8109906911849976,0.6219814121723175
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",positive,train,positive,0.5074871778488159,0.4925127923488617,0.014974385499954224
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,test,positive,0.9998636245727539,0.00013637857045978308,0.9997272460022941
"Lule+_ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive,train,positive,0.9866029024124146,0.013397141359746456,0.9732057610526681
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,train,positive,0.9917512536048889,0.00824869517236948,0.9835025584325194
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive,train,positive,0.9957956075668335,0.004204435274004936,0.9915911722928286
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,train,positive,0.9995943903923035,0.0004056832694914192,0.999188707122812
"9 September 2010 Finnish stationery and gift retailer Tiimari HEL TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive,train,positive,0.9437694549560547,0.056230563670396805,0.8875388912856579
Sales by Seppala diminished by 6 per cent .,negative,train,negative,0.24130675196647644,0.758693277835846,0.5173865258693695
"'' The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,train,positive,0.9987719655036926,0.0012279902584850788,0.9975439752452075
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,test,negative,0.14734052121639252,0.8526594638824463,0.7053189426660538
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive,train,positive,0.99473637342453,0.005263597704470158,0.9894727757200599
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive,test,positive,0.9979660511016846,0.002033964265137911,0.9959320868365467
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,train,positive,0.9538789391517639,0.04612099379301071,0.9077579453587532
"H+_kan Dahlstr+AÂ¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,train,positive,0.9904453754425049,0.009554601274430752,0.9808907741680741
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,test,positive,0.9960383176803589,0.003961633890867233,0.9920766837894917
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 Finnish software and hardware developer Elektrobit Oyj HEL EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,test,positive,0.8487837314605713,0.15121623873710632,0.697567492723465
"In the Baltic countries , sales fell by 42.6 % .",negative,train,negative,0.0011466339929029346,0.998853325843811,0.9977066918509081
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,train,positive,0.9950226545333862,0.0049773408100008965,0.9900453137233853
Repeats sees 2008 EBITA above 18 pct of sales .,positive,train,positive,0.5953999757766724,0.40460002422332764,0.19079995155334473
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,train,negative,0.022590473294258118,0.9774094820022583,0.9548190087080002
HELSINKI AFX KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,positive,train,positive,0.9993880987167358,0.0006118970341049135,0.9987762016826309
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,train,positive,0.9978418350219727,0.0021581724286079407,0.9956836625933647
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,train,positive,0.9839347004890442,0.01606534793972969,0.9678693525493145
"ADPnews Sep 28 , 2009 Finnish silicon wafers maker Okmetic Oyj HEL OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative,test,negative,0.06668247282505035,0.9333176016807556,0.8666351288557053
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,positive,train,positive,0.9737679958343506,0.02623206563293934,0.9475359302014112
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative,train,negative,0.05710437893867493,0.9428956508636475,0.8857912719249725
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,train,negative,0.01700981706380844,0.9829901456832886,0.9659803286194801
"'' We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive,train,positive,0.9939618706703186,0.006038125138729811,0.9879237455315888
The new technology improves the glass quality and consistency while increasing throughput .,positive,train,positive,0.9933245778083801,0.006675393786281347,0.9866491840220988
'' This is a win for all OEMs targeting to develop WiMAX products .,positive,test,positive,0.9918597340583801,0.008140278980135918,0.9837194550782442
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,train,negative,0.009734789840877056,0.9902652502059937,0.9805304603651166
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,train,positive,0.9865163564682007,0.013483635149896145,0.9730327213183045
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive,train,positive,0.9902393817901611,0.009760625660419464,0.9804787561297417
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive,train,positive,0.9982214570045471,0.0017784794326871634,0.99644297757186
'' The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,test,positive,0.5963476896286011,0.4036523699760437,0.19269531965255737
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,train,negative,0.06989964097738266,0.9301003813743591,0.8602007403969765
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive,train,positive,0.9975308775901794,0.0024691103026270866,0.9950617672875524
"By cutting the number of plants , the group will trim fixed costs .",positive,train,positive,0.653537392616272,0.346462607383728,0.30707478523254395
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",positive,train,positive,0.9993950128555298,0.0006049448857083917,0.9987900679698214
"'' I 'm happy with the outcome , '' Sneed said after the hearing .",positive,train,positive,0.9815951585769653,0.01840486377477646,0.9631902948021889
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,train,positive,0.9543617367744446,0.045638229697942734,0.9087235070765018
This transaction will also rationalize our pulp and paper industry related solutions .,positive,train,positive,0.9938701391220093,0.006129827816039324,0.98774031130597
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,train,positive,0.7420303225517273,0.2579696774482727,0.4840606451034546
New product launches in Finland will more than double from 2005 .,positive,train,positive,0.9490885138511658,0.05091148242354393,0.8981770314276218
"The original name Componenta +_m+_l , as a subsidiary of the Finnish Componenta Group , has been changed to +_m+_l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,test,positive,0.9494527578353882,0.05054720491170883,0.8989055529236794
"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",positive,train,positive,0.976139485836029,0.023860549554228783,0.9522789362818003
The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive,test,negative,0.24858689308166504,0.7514131665229797,0.5028262734413147
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",positive,train,positive,0.999245285987854,0.0007546921842731535,0.9984905938035809
"Speaking to just-drinks today , a spokesperson for Olvi said '' We have performed very well in all four countries we operate in namely , Finland , Estonia , Latvia and Lithuania . ''",positive,train,positive,0.9935053586959839,0.006494601257145405,0.9870107574388385
Efficiency programs totalling 100 million euros are under way in Finnair .,positive,train,positive,0.9818398356437683,0.018160132691264153,0.9636797029525042
Sales of mid-strength beer decreased by 40 % .,negative,train,negative,0.13879209756851196,0.8612079620361328,0.7224158644676208
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive,train,positive,0.9976179003715515,0.002382109174504876,0.9952357911970466
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",positive,train,positive,0.9984921216964722,0.0015078757423907518,0.9969842459540814
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,train,negative,0.0014550256310030818,0.9985450506210327,0.9970900249900296
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,train,positive,0.6937137842178345,0.3062862157821655,0.38742756843566895
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive,train,positive,0.9989975094795227,0.0010024450020864606,0.9979950644774362
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive,train,positive,0.993035078048706,0.006964926607906818,0.9860701514407992
"The production capacity can be tripled without any major additional investments , the company said .",positive,train,positive,0.8686143159866333,0.1313857138156891,0.7372286021709442
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,train,positive,0.997161865234375,0.0028381298761814833,0.9943237353581935
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,train,negative,0.074024498462677,0.9259754419326782,0.8519509434700012
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,train,positive,0.9971209168434143,0.002879066625609994,0.9942418502178043
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative,train,negative,0.014767969027161598,0.9852319955825806,0.970464026555419
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,test,positive,0.9909001588821411,0.009099890477955341,0.9818002684041858
Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,positive,train,positive,0.587645411491394,0.41235461831092834,0.1752907931804657
"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",positive,train,positive,0.9954389929771423,0.004561064764857292,0.990877928212285
"'' While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,train,positive,0.9797214269638062,0.020278578624129295,0.9594428483396769
"'' I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,train,positive,0.994098424911499,0.0059015387669205666,0.9881968861445785
The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,negative,test,negative,0.0040428671054542065,0.99595707654953,0.9919142094440758
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,train,negative,0.050821658223867416,0.9491782784461975,0.8983566202223301
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,train,negative,0.13120362162590027,0.8687964081764221,0.7375927865505219
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,test,negative,0.0023110623005777597,0.997688889503479,0.9953778272029012
"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative,train,negative,0.014771508984267712,0.9852285385131836,0.9704570295289159
"AUSTIN , Texas , Sept. 6 Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive,test,positive,0.9964523315429688,0.0035477220080792904,0.9929046095348895
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive,train,positive,0.9993818998336792,0.0006180765922181308,0.9987638232414611
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",negative,train,negative,0.15015625953674316,0.8498437404632568,0.6996874809265137
"Operating loss of the Pulp Paper Machinery unit was over EUR 3mn in September 2007 August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,train,negative,0.04943237081170082,0.9505676031112671,0.9011352322995663
Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,positive,train,positive,0.9982889294624329,0.0017110808985307813,0.9965778485639021
"( ADP News ) Feb 12 , 2009 Finnish IT solutions provider Affecto Oyj ( HEL AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,train,positive,0.9492878317832947,0.050712209194898605,0.8985756225883961
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive,train,positive,0.9609587788581848,0.0390411913394928,0.921917587518692
"Section Regional News The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,train,positive,0.9911642074584961,0.008835847489535809,0.9823283599689603
fi is developing cooperation in keyword advertising with Microsoft .,positive,test,positive,0.9996905326843262,0.00030950852669775486,0.9993810241576284
"BEIJING XFN-ASIA Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise LR",positive,test,positive,0.9856524467468262,0.014347512274980545,0.9713049344718456
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,train,positive,0.977353572845459,0.022646429017186165,0.9547071438282728
"HELSINKI AFX KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive,train,positive,0.9884079098701477,0.011592038907110691,0.976815870963037
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive,test,positive,0.6589446663856506,0.341055303812027,0.31788936257362366
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,train,negative,0.001861058291979134,0.9981389045715332,0.9962778462795541
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,train,positive,0.9599851965904236,0.040014758706092834,0.9199704378843307
"ADP News Feb 25 , 2009 Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,test,positive,0.980387806892395,0.01961216703057289,0.9607756398618221
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,positive,train,positive,0.9954155683517456,0.004584372974932194,0.9908311953768134
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,train,positive,0.9851310849189758,0.014868850819766521,0.9702622340992093
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,train,negative,0.0037581727374345064,0.9962418079376221,0.9924836352001876
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,train,negative,0.05142931640148163,0.9485706686973572,0.8971413522958755
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,train,positive,0.7007008790969849,0.2992991507053375,0.40140172839164734
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,train,negative,0.0035620436538010836,0.9964380264282227,0.9928759827744216
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,train,positive,0.9986889958381653,0.0013110233703628182,0.9973779724678025
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,train,negative,0.134511798620224,0.8654882311820984,0.7309764325618744
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,train,positive,0.9839008450508118,0.016099151223897934,0.9678016938269138
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,positive,train,positive,0.9865171909332275,0.013482862152159214,0.9730343287810683
The estimated synergy benefits are at least EUR7m annually .,positive,train,positive,0.7796369791030884,0.22036302089691162,0.5592739582061768
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ' quite depressed for a long time ' . '",negative,test,negative,0.22611571848392487,0.7738842368125916,0.5477685183286667
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,train,positive,0.9820468425750732,0.017953181639313698,0.9640936609357595
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,test,positive,0.9079710245132446,0.09202893078327179,0.8159420937299728
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,test,positive,0.9876099824905396,0.0123900743201375,0.975219908170402
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,train,positive,0.8683866262435913,0.1316133439540863,0.736773282289505
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative,test,negative,0.0013916456373408437,0.998608410358429,0.9972167647210881
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,test,positive,0.9968796968460083,0.003120301989838481,0.9937593948561698
"'' Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",positive,test,positive,0.9873299598693848,0.012670060619711876,0.9746598992496729
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,train,negative,0.0035712961107492447,0.9964286684989929,0.9928573723882437
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",positive,test,positive,0.6346143484115601,0.36538559198379517,0.2692287564277649
The first ship has been delayed and is estimated to be completed in spring 2010 .,negative,train,negative,0.1858770251274109,0.8141230344772339,0.628246009349823
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,train,positive,0.9452530145645142,0.054747022688388824,0.8905059918761253
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive,train,positive,0.9955323934555054,0.0044675483368337154,0.9910648451186717
"4 February 2011 Finnish broadband data communication systems provider Teleste Oyj HEL TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,train,positive,0.9739610552787781,0.02603895775973797,0.9479220975190401
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,train,negative,0.009184429422020912,0.9908155202865601,0.9816310908645391
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,train,negative,0.0004959732759743929,0.9995039701461792,0.9990079968702048
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",positive,train,positive,0.9863846898078918,0.01361533347517252,0.9727693563327193
More than a third of the original participants dropped out due to nausea and other side effects .,negative,test,negative,0.00040760167757980525,0.9995923638343811,0.9991847621568013
"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of 0.2 % .",negative,train,positive,0.5664113163948059,0.4335886538028717,0.1328226625919342
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative,train,negative,0.030233174562454224,0.9697667956352234,0.9395336210727692
"Profit after taxes was EUR 0.1 mn , compared to EUR 0.4 mn the previous year .",positive,train,negative,0.47716376185417175,0.5228362083435059,0.045672446489334106
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,train,negative,0.0007285720203071833,0.9992714524269104,0.9985428804066032
The court found TelecomInvest 's arguments convincing .,positive,train,negative,0.40774473547935486,0.5922552347183228,0.1845104992389679
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,test,negative,0.011922784149646759,0.9880772829055786,0.9761544987559319
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,train,positive,0.9993494153022766,0.0006506131030619144,0.9986988021992147
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive,train,positive,0.9718711972236633,0.02812882326543331,0.94374237395823
"( ADPnews ) Dec 1 , 2009 Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,train,negative,0.06267312169075012,0.9373269081115723,0.8746537864208221
